id	ID
alcs2Score	Alcs2-Score
nlcs1Seed	Nlcs1-Seed
nlcs1Team	Nlcs1-Team
nlcs1Score	Nlcs1-Score
nlcs2Seed	Nlcs2-Seed
nlcs2Team	Nlcs2-Team
nlcs2Score	Nlcs2-Score
ws1Seed	WS1-Seed
ws1Team	WS1-Team
ws1Score	WS1-Score
ws2Seed	WS2-Seed
ws2Team	WS2-Team
ws2Score	WS2-Score
sv	SV
compact	Compact
nasdaq	Nasdaq
bauende	Bauende
benanntNach	Benannt nach
jahrBenennung	Jahr Benennung
imgSize	Img size
veranstaltungsort	Veranstaltungsort
distanz	Distanz
ehemaligeNamen	Ehemalige Namen
overs	Overs
maxovers	Max Overs
titelrerg	Titelrerg
hcg	HCG
ridings	Ridings
stillgelegt	Stillgelegt
deutschsprachig	Deutschsprachig
registrationNumber	Registration Number
grössezahnrad	Grösse Zahnrad
motor/Generator	Motor / Generator
vereinsmitglieder	Vereinsmitglieder
rekord3Datum	Rekord3 Datum
rekord4Datum	Rekord4 Datum
eintragung	Eintragung
verien	Verien
12p	12P
12n	12N
coStars	Co-Stars
wirtschaftlichesEigenkapital	Wirtschaftliches Eigenkapital
beschreibnung	Beschreibnung
colorecomune	Colorecomune
textlda	Textlda
herstellerBezeichnung	Hersteller Bezeichnung
strassenbahnwagen	Strassenbahnwagen
bremszahnräder	Bremszahnräder
stationierungsorte	Stationierungsorte
denkxweb	Denk Xweb
imam	Imam
13ap	13a P
13n	13N
13bp	13b P
pfeilverhältnis	PfeilverhÄltnis
bogenschlankheit	Bogenschlankheit
neuaufbau	Neuaufbau
bewertung	Bewertung
bewertung1wert	Bewertung1Wert
bewertung5wert	Bewertung5Wert
bewertung15wert	Bewertung15Wert
bewertung17wert	Bewertung17Wert
erwerbspreis	Erwerbspreis
nachfolge	Nachfolge
dekanatsbezirk	Dekanatsbezirk
kirchenkreis	Kirchenkreis
magvref	Mag V
mitarbeiteranzahl	Mitarbeiteranzahl
bildbandschnalle	Bild Bandschnalle
clanfarben	Clanfarben
regionalbischöfin	Regionalbischöfin
hidedeliveries	Hidedeliveries
bootsklassen	Bootsklassen
messepokalQualifizierte	Messepokal Qualifizierte
koordinateBreitensekund	Koordinate Breitensekund
mixedStaffel	Mixed Staffel
mündungsgeschwindigkeit	Mündungsgeschwindigkeit
località	Località
dis	DIS
entferntVon	Entfernt von
kraftwerk	Kraftwerk
wettbewerb3sieger	Wettbewerb3sieger
bühne	BÜHNE
rollbahnen	Rollbahnen
brücke	BRÜCKE
licht	Licht
''offizielleHöhe	''Offizielle Höhe
extra5a	Extra5a
extra5b	Extra5b
hqSitz	HQ-Sitz
verlauf	Verlauf
kosovarischerbezirk	Kosovarischer Bezirk
kfzKennzeichenserbisch	Kfz-Kennzeichen Serbisch
aktuelleversionsprache	Aktuelle Version Sprache
aktuelleversionfreigabedatumsprache	Aktuelle Version Freigabe Datum Sprache
achsen	Achsen
sendeschluss	Sendeschluss
eingestellt	Eingestellt
schaft	Schaft
agentur	Agentur
geplanteHöhe	Geplante Höhe
edinburghDistance	Edinburgh distance
damagespre	Damagespre
fertigung	Fertigung
www.mikroregionupa.cz/cz/obec.php%3FidObec	Www.mikroregionupa.cz/cz/obec.php?id obec
gewichtUngeladen	Gewicht ungeladen
taxon5Autor	Taxon5 Autor
imageSource	Image source
chStreckennr	Ch-Streckennr
sitzBaslerVersicherung	Sitz Basler Versicherung
sitzBalser	Sitz Balser
organisten	Organisten
casting	Casting
rf	RF
tonsystem	Tonsystem
bicCode	BIC code
steuerungVon	Steuerung von
planungszeit	Planungszeit
wiedereröffnung	Wiedereröffnung
königin	Königin
verstorbenAm	Verstorben am
geschäftführer	Geschäftführer
debüt	Debüt
aktuelleBesetzung	Aktuelle Besetzung
abteilungsleiter	Abteilungsleiter
bildSortierung	Bild-Sortierung
bahnsteighöhe	Bahnsteighöhe
bahnsteiglänge	Bahnsteiglänge
starttennis	Start Tennis
reiheerg	Reihe Erg
locussupplementarydata	Locus Supplementary Data
basemap	Basemap
bewertung3wert	Bewertung3Wert
bewertung11wert	Bewertung11Wert
strafverifizierteSpiele	Strafverifizierte Spiele
regionalgebiet	Regionalgebiet
erscheinungsdatumDeutschland	Erscheinungsdatum Deutschland
1.vorsitzender	1.Vorsitzender
nächsterPeriheldurchgang	Nächster Periheldurchgang
osPlattform	OS Plattform
varianten	Varianten
billedFrom	Billed from
work	Work
nativeLanguage	Native language
communityLink	Community link
comarcaLink	Comarca link
district	District
leistungEinheit	Leistung-Einheit
bundeslang	Bundeslang
rektor(cor)	Rektor (COr)
typus	Typus
studienplätze	Studienplätze
geteiltIn	Geteilt in
generaldirektor	Generaldirektor
seniora	Seniora
pianist	Pianist
ausw	Ausw
auswR	Ausw r
auswH	Ausw h
auswE	Ausw e
bot	Bot
heimR	Heim r
heimH	Heim h
heimE	Heim e
auswmanager	Ausw Manager
auswmanagerteam	Ausw Manager Team
heimmanager	Heim Manager
heimmanagerteam	Heim Manager Team
mvpteam	Mvpteam
fernsehsender	Fernsehsender
fernsehsprecher	Fernsehsprecher
radiosprecher	Radiosprecher
firstpitch	Firstpitch
refernenz	Refernenz
labels	Labels
teamsieger	Teamsieger
interpret	Interpret
us	Us
uk	Uk
armee	Armee
armimgl	Armimgl
armimgr	Armimgr
sockenimg	Sockenimg
vereinsvorsitz	Vereinsvorsitz
comuniLimitrofi	Comuni Limitrofi
flagName	Flag name
seit	Seit
lizenznehmer	Lizenznehmer
rennstall	Rennstall
saisonsInsgesamt	Saisons insgesamt
rennwochenendenInsgesamt	Rennwochenenden insgesamt
zweite	Zweite
dritte	Dritte
punkteInsgesamt	Punkte insgesamt
punkteAktuell	Punkte aktuell
vorsitzenderDesVerwaltungsrates	Vorsitzender des Verwaltungsrates
filialenInkl.SbStellen	Filialen inkl. SB-Stellen
einwdichte	Einw Dichte
schutztag	Schutz Tag
fr	FR
place	Place
teama	Team A
teamb	Team B
scorea	Score A
scoreb	Score B
report	Report
series	Series
setaufnahmeleitung	Setaufnahmeleitung
setassistenz	Setassistenz
playoffRang	Playoff-Rang
grundriss	Grundriss
türme/turmhöhe	Türme/Turmhöhe
name(de)	Name (De)
fotografia	Fotografia
live	Live
rg	RG
karteKirchenregion	Karte Kirchenregion
draftedyear	Drafted Year
roKbs	RO-KBS
nachname	Nachname
isomeren%5D%5D''(z)''Form(	Isomeren]]: ''(Z)''-Form (
parks	Parks
institutsleitung	Institutsleitung
fremdlemma	Fremdlemma
fremdversion	Fremdversion
dieselmotor	Dieselmotor
zugkraft	Zugkraft
chiefExecutive	Chief Executive
flächeAnmerkung	FlÄche-Anmerkung
hauptspanne	Hauptspanne
rekord4Name	Rekord4 Name
kartenunterschrift	Kartenunterschrift
slowakeiNationalmannschaft	Slowakei\n  nationalmannschaft
druckZahl	Druck zahl
gesamtgewichtGrain	Gesamtgewicht grain
hochschultyp	Hochschultyp
fakultäten	Fakultäten
ehemaligeLfz2t	Ehemalige LFZ2T
ehemaligeLfz2d	Ehemalige LFZ2D
ehemaligeLfz3t	Ehemalige LFZ3T
ehemaligeLfz3d	Ehemalige LFZ3D
intense	Intense
13p	13P
14p	14P
14n	14N
leitwerkscode	Leitwerkscode
amtierend	Amtierend
sans	Sans
studioort	Studioort
anzahlBoutiquen	Anzahl Boutiquen
artDerHöhe	Art der Höhe
headcoach	Headcoach
toningenieur	Toningenieur
asianhighway	Asianhighway
bewohner(ges.)	Bewohner (ges.)
turniernummer	Turniernummer
turnierSupervisor	Turnier Supervisor
türme	Türme
transportaufkommen	Transportaufkommen
schulsprecher	Schulsprecher
lon\-min	Lon\-Min
param	Param
soc	So C
chipsatz	Chipsatz
nfldraftyear	NFLdraftyear
nfldraftround	NFLdraftround
nfldraftpick	NFLdraftpick
fontcolor	Fontcolor
dfb	Dfb
nbjeb	Nbjeb
1a	1A
1b	1B
2a	2A
2b	2B
3a	3A
3b	3B
4a	4A
4b	4B
damagespost	Damagespost
bestered	Bester ED
hrgb	Hrgb
dez	Dez
bidi	Bidi
charpos	Charpos
nokat	No Kat
nobidi	No Bidi
value	Value
string	String
vatervater	Vater Vater
namearmenischdttranskr	Name Armenisch Dt Transkr
zweigstelle	Zweigstelle
benzin	Benzin
r1Title	R1-Title
r2Title	R2-Title
r3Title	R3-Title
r1Name	R1-Name
r1Score	R1-Score
r2Name	R2-Name
r2Score	R2-Score
r3Name	R3-Name
r3Score	R3-Score
tournadré	Tournadré
eröf.Link	Eröf. Link
pfrcoach	Pfrcoach
leiterin	Leiterin
ikNummer	IK-Nummer
densità	Densità
munizipalität	Munizipalität
altitudMin	Altitud min
altitudMax	Altitud max
internationaleDirektinvestitionen(fdi)	Internationale Direktinvestitionen (FDI)
herrschaft	Herrschaft
bilsunterschrift	Bilsunterschrift
abovestyle	Abovestyle
name2Transcription	Name2-Transcription
ehemalige1c	Ehemalige1c
ehemalige1d	Ehemalige1d
ehemalige1e	Ehemalige1e
ehemalige1f	Ehemalige1f
rekord3Name	Rekord3 Name
ends	Ends
ls	LS
points	Points
anfang	Anfang
besuchteKontinente	Besuchte Kontinente
anzahlKonzerte	Anzahl Konzerte
titelChronologie	Titel-Chronologie
studienbeginn	Studienbeginn
stimmanteil	Stimmanteil
wahlbeteiligung	Wahlbeteiligung
mesta.obce.cz/vismo/index.asp%3FidOrg	Mesta.obce.cz/vismo/index.asp?id org
achsabstandD.Fahrgestelle	Achsabstand d. Fahrgestelle
rd1Note	RD1-Note
rd2Note	RD2-Note
rd4Note	RD4-Note
kulturgutId	Kulturgut-ID
mindestluftbedarf	Mindestluftbedarf
leitungÖsterreich	Leitung Österreich
nebtiname3Erklärung	Nebtiname3-ErklÄrung
kraftstoffzufuhr	Kraftstoffzufuhr
zündung	Zündung
rahmentyp	Rahmentyp
nachlaufwinkel/nachlauf	Nachlaufwinkel/Nachlauf
radaufhängungVorn	Radaufhängung vorn
radaufhängungHinten	Radaufhängung hinten
bremseVorne	Bremse vorne
bremseHinten	Bremse hinten
abmessungen(lxbxh)	Abmessungen (Lx Bx H)
scheinwerferAutomatischEin(aho)	Scheinwerfer automatisch ein (AHO)
abgasreinigung	Abgasreinigung
freeLabel	Free label
free	Free
livealben	Livealben
vorherigeorte3a	Vorherige Orte3a
vorherigeorte3b	Vorherige Orte3b
vorherigeorte4a	Vorherige Orte4a
vorherigeorte4b	Vorherige Orte4b
gesamtzahlDerStipendiatenUndAlumni	Gesamtzahl der Stipendiaten und Alumni
anteilAmBbip	Anteil am bbip
sportklubs	Sportklubs
stiegen	Stiegen
außenumsatz	Außenumsatz 
www.smiricko.cz/default.php%3F&lang	Www.smiricko.cz/default.php?&lang
weltplatzierungen(platz16)	Weltplatzierungen (Platz 1-6)
geschäftsgruppe	Geschäftsgruppe
davonPfleger	Davon Pfleger
anzahlKliniken	Anzahl Kliniken
anzahlKompetenzzentren	Anzahl Kompetenzzentren
3MinWinds	3-Min winds
gäste	Gäste
märkte	Märkte
wcgesamtstaffel	Wcgesamtstaffel
überführte	ÜberfÜhrte
abgeordneteImSh\u016Bgiin	Abgeordnete im Sh\u016Bgiin
abgeordneteImSangiin	Abgeordnete im Sangiin
herstellungsland	Herstellungsland
nicknamen	Nicknamen
möglicheMagazinkapazität	Mögliche Magazinkapazität
mitarbeit	Mitarbeit
betriebsleistung	Betriebsleistung
betriebsgewicht	Betriebsgewicht
bildBanner	Bild-Banner
verteilung	Verteilung
commons	Commons
fremdrevid	Fremdrevid
fremddatum	Fremddatum
bürgermeisterDatum	Bürgermeister Datum
71p	71P
71n	71N
72p	72P
72n	72N
73p	73P
73n	73N
hintergrundfarbeUnten	Hintergrundfarbe unten
textfarbeUnten	Textfarbe unten
energieversorgung	Energieversorgung
statdate	Statdate
bestezung5a	Bestezung5a
tongestaltung	Tongestaltung
todesjahr	Todesjahr
20p	20P
20n	20N
75p	75P
75n	75N
10p	10P
10n	10N
200pxOt	200px\n OT
statistik	Statistik
russischJetztverein	Russisch\n  jetztverein
gundersen	Gundersen
locationCity	Location city
locationCountry	Location country
längeWagenkasten	Länge Wagenkasten
78p	78P
78n	78N
79p	79P
79n	79N
70p	70P
70n	70N
74p	74P
74n	74N
76p	76P
76n	76N
77p	77P
77n	77N
30p	30P
30n	30N
otherName	Other name
varietals	Varietals
eigenbezeichnung	Eigenbezeichnung
season	Season
vineyards	Vineyards
filmarchitekt	Filmarchitekt
vizeobmann	Vizeobmann
vorstandsvorsitzende	Vorstandsvorsitzende
ehrenpräsident	Ehrenpräsident
wineries	Wineries
netzplanlegende	Netzplan Legende
aktuelles	Aktuelles
namekroatisch	Name Kroatisch
englishMotto	English motto
dekanatskirche	Dekanatskirche
xnormalweg	X normalweg
fb	FB
bb	BB
schwerwetterfock	Schwerwetterfock
a	A
katastralgemeindeAnm	Katastralgemeinde-ANM
zsp	ZSP
wahlkreiskarteText	Wahlkreiskarte Text
1.AbgeordneterName	1. Abgeordneter Name
1.AbgeordneterPartei	1. Abgeordneter Partei
2.AbgeordneterName	2. Abgeordneter Name
2.AbgeordneterPartei	2. Abgeordneter Partei
3.AbgeordneterName	3. Abgeordneter Name
3.AbgeordneterPartei	3. Abgeordneter Partei
4.AbgeordneterName	4. Abgeordneter Name
4.AbgeordneterPartei	4. Abgeordneter Partei
5.AbgeordneterName	5. Abgeordneter Name
5.AbgeordneterPartei	5. Abgeordneter Partei
bühnenbild	BÜhnenbild
tiefgang(variabel)	Tiefgang (Variabel)
sturmfock	Sturmfock
cdCover	CD-Cover
mheimGelbeKarten	Mheim gelbe karten
wahlkreiskarte	Wahlkreiskarte
tablewidth	Tablewidth
seni\u016Bnija(„amt“)	Seni\u016Bnija („Amt“)
regularSeason	Regular season
playoffsStart	Playoffs start
afcchampion	AFCchampion
nfcchampion	NFCchampion
nflchampion	NFLchampion
sbName	Sb name
sbDate	Sb date
sbSite	Sb site
pbDate	Pb date
pbSite	Pb site
road	Road
home	Home
gleismittenabstand	Gleismittenabstand
zugehörige	Zugehörige
geschäftsführeranzahl	Geschäftsführeranzahl
beitragssumme	Beitragssumme
launchDate	Launch date
et	ET
denkmalNr	Denkmal-Nr
ebene	Ebene
bemerkung	Bemerkung
fahrgastzahlen	Fahrgastzahlen
kupplung	Kupplung
dienstgewicht	Dienstgewicht
kleinbebiet	Kleinbebiet
comments	Comments
entfernungKilometer	Entfernung Kilometer
eröffnungDesT	Eröffnung des T
musikberatung	Musikberatung
kommandeur6Bezeichnung	Kommandeur6 Bezeichnung
undrafedyear	Undrafedyear
debutleague	Debutleague
debut2league	Debut2league
debut2date	Debut2date
debut2year	Debut2year
debut2team	Debut2team
statleague	Statleague
www.regionmtj.cz/place.asp%3Fplace	Www.regionmtj.cz/place.asp?place
liveAlben	Live-Alben
1optionName	1Option Name
1optionColor	1Option Color
1option	1Option
2optionName	2Option Name
2optionColor	2Option Color
2option	2Option
emeritierterApostolischerExarch	Emeritierter Apostolischer Exarch
pilots	Pilots
grundkapital	Grundkapital
lanfname	Lanfname
94&itemid	94&Itemid
sekretär	Sekretär
schließungsdatum	Schließungsdatum
dorffest	Dorffest
gesperrt	Gesperrt
dateStart	Date start
dateEnd	Date end
numberEdition	Number edition
prizeMoney	Prize money
venue	Venue
previous	Previous
parroquia	Parroquia
rd2seed	RD2seed
deStreckennummer	De-Streckennummer
17n	17N
17p	17P
18n	18N
18p	18P
19n	19N
19p	19P
visitor	Visitor
visitorQtr	Visitor qtr
homeQtr	Home qtr
odds	Odds
anthem	Anthem
coinToss	Coin toss
halftime	Halftime
attendance	Attendance
network	Network
denetwork	DEnetwork
announcers	Announcers
deannouncers	DEannouncers
rating	Rating
share	Share
derating	DErating
deratingzielgruppe	DErating Zielgruppe
commercial	Commercial
fertigstellungTurm	Fertigstellung Turm
fertigstellungPodiumgebäude	Fertigstellung Podiumgebäude
center	Center
postgraduierte	Postgraduierte
bildUnterschrift	Bild unterschrift
gemeinnützig	Gemeinnützig
raä	RAÄ
zzuschauer	Zzuschauer
rekord5Name	Rekord5 Name
rekord5Datum	Rekord5 Datum
konnenatar	Konnenatar
fotografiaDescripció	Fotografia descripció
aufsprung	Aufsprung
wasserqualitätDerLetztenJahre	Wasserqualität der letzten Jahre
www.obcemetuje.cz/index.php%3Fobec	Www.obcemetuje.cz/index.php?obec
homecarrier	Homecarrier
brinellhärte	Brinellhärte
geschossenergieE	Geschossenergie E
prokura	Prokura
franchisenehmer	Franchisenehmer
auslöser	Auslöser
triebwerk	Triebwerk
sortby	Sort By
gesamt	Gesamt
definiert	Definiert
rtl	Rtl
rektör	Rektör
15kmp	15km P
15kms	15km S
teilnehmerzahl	Teilnehmerzahl
abstimmung	Abstimmung
highSchool	High school
rauchgasreinigung	Rauchgasreinigung
1.Vorsitzender	1. Vorsitzender
sportplatz	Sportplatz
elektromotor	Elektromotor
akkumulator	Akkumulator
zentrale	Zentrale
r1Date	R1-Date
r2Date	R2-Date
r3Date	R3-Date
belichtungsmesssystem	Belichtungsmesssystem
umsatz(grossIncome)	Umsatz (Gross Income)
a&r	A&R
sublabels	Sublabels
flächeRai	Fläche rai
ehemailge4a	Ehemailge4a
stat7label	Stat7label
stat7value	Stat7value
stat9label	Stat9label
stat9value	Stat9value
aktuellerNationalerRanglistenplatz	Aktueller Nationaler Ranglistenplatz
tabellenName	Tabellen Name
desktop	Desktop
mainstream	Mainstream
performance	Performance
enthusiast	Enthusiast
d3d	D3D
bereiche	Bereiche
ersteVeröffentlichung	Erste Veröffentlichung
trafoleistung	Trafoleistung
stellv.Vorsitzender	Stellv.-Vorsitzender
bankleitzahl	Bankleitzahl
bic	BIC
italienisch	Italienisch
gemeindewebsite	Gemeindewebsite
durchflussprofil	Durchflussprofil
warningcenter	Warning Center
tv	TV
beispieltext	Beispieltext
pole	Pole
meisteFührungsrunden	Meiste Führungsrunden
übertragenderSender	Übertragender Sender
übertragenderSender(usa)	Übertragender Sender (USA)
cz&oid	CZ&oid
80p	80P
80n	80N
81p	81P
81n	81N
ndb	NDB
hand	Hand
parroquias	Parroquias
filmplakat	Filmplakat
höheArt	Höhe-Art
ehrenvorsitz	Ehrenvorsitz
stadtlink	Stadt Link
altleague	Altleague
altleagueshort	Altleagueshort
partneruniversitäten	Partneruniversitäten
höheBisZurSpitze	Höhe bis zur Spitze
planungsende	Planungsende
og	OG
absref	Abs
anker	Anker
maximumTyp	Maximum-Typ
2.Vorsitzender	2. Vorsitzender
ballungsraum	Ballungsraum
reservoirvolumen	Reservoirvolumen
zuschauerzahlen	Zuschauerzahlen
score	Score
rebounds	Rebounds
assist	Assist
otherstat	Otherstat
ständigeDiakoneStand	Ständige Diakone Stand
kotierung	Kotierung
geschäftszweck	Geschäftszweck
investmentfokus	Investmentfokus
eckdaten	Eckdaten
call	Call
einordnungWann	Einordnung-Wann
einordnungWo	Einordnung-Wo
lageFund	Lage-Fund
lageFundBez	Lage-Fund-Bez
bahnübergänge	BahnÜbergÄnge
umbenannt	Umbenannt
unternehmensleitung	Unternehmensleitung
destinationen	Destinationen
schleuse	Schleuse
fischweg	Fischweg
fundaciónOficial	Fundación oficial
vergaser	Vergaser
webSite	Web Site
anzahlWagenProZug	Anzahl Wagen pro Zug
längeTriebkopf	Länge Triebkopf
längeZwischenwagen	Länge Zwischenwagen
durchmesserRad	Durchmesser Rad
anzahlDerStromabnehmer	Anzahl der Stromabnehmer
stanort	Stanort
referendare	Referendare
help	Help
plotColour	Plot-Colour
from	From
to	To
scaleIncrement	Scale-Increment
annotationsWidth	Annotations-Width
legend	Legend
legend1Colour	Legend1-Colour
legend2Colour	Legend2-Colour
legend3Colour	Legend3-Colour
legend4Colour	Legend4-Colour
legend5Colour	Legend5-Colour
period	Period
period4Left	Period4-Left
period4From	Period4-From
period4To	Period4-To
period4Colour	Period4-Colour
period4NudgeDown	Period4-Nudge-Down
period5Left	Period5-Left
period5From	Period5-From
period5To	Period5-To
period5Colour	Period5-Colour
period5NudgeDown	Period5-Nudge-Down
note5At	Note5-At
note5Left	Note5-Left
period6Left	Period6-Left
period6From	Period6-From
period6To	Period6-To
period6Colour	Period6-Colour
period6NudgeDown	Period6-Nudge-Down
period7Left	Period7-Left
period7From	Period7-From
period7To	Period7-To
period7Colour	Period7-Colour
period7NudgeDown	Period7-Nudge-Down
period8Left	Period8-Left
period8From	Period8-From
period8To	Period8-To
period8Colour	Period8-Colour
period8NudgeDown	Period8-Nudge-Down
bar6From	Bar6-From
bar6To	Bar6-To
bar6Left	Bar6-Left
bar6Right	Bar6-Right
bar6Colour	Bar6-Colour
note6At	Note6-At
note6Colour	Note6-Colour
note6NudgeLeft	Note6-Nudge-Left
note6NudgeDown	Note6-Nudge-Down
bar7From	Bar7-From
bar7To	Bar7-To
bar7Left	Bar7-Left
bar7Right	Bar7-Right
bar7Colour	Bar7-Colour
note7At	Note7-At
note7Colour	Note7-Colour
note7NudgeLeft	Note7-Nudge-Left
note7NudgeDown	Note7-Nudge-Down
bar8From	Bar8-From
bar8To	Bar8-To
bar8Left	Bar8-Left
bar8Right	Bar8-Right
bar8Colour	Bar8-Colour
note8At	Note8-At
note8Colour	Note8-Colour
note8NudgeLeft	Note8-Nudge-Left
note8NudgeDown	Note8-Nudge-Down
bar9From	Bar9-From
bar9To	Bar9-To
bar9Left	Bar9-Left
bar9Right	Bar9-Right
bar9Colour	Bar9-Colour
note9At	Note9-At
note9Colour	Note9-Colour
note9NudgeLeft	Note9-Nudge-Left
note9NudgeDown	Note9-Nudge-Down
bar10From	Bar10-From
bar10To	Bar10-To
bar10Left	Bar10-Left
bar10Right	Bar10-Right
bar10Colour	Bar10-Colour
note10At	Note10-At
note10Colour	Note10-Colour
note10NudgeLeft	Note10-Nudge-Left
note10NudgeDown	Note10-Nudge-Down
bar11From	Bar11-From
bar11To	Bar11-To
bar11Left	Bar11-Left
bar11Right	Bar11-Right
bar11Colour	Bar11-Colour
note11At	Note11-At
note11Colour	Note11-Colour
note11NudgeLeft	Note11-Nudge-Left
note11NudgeDown	Note11-Nudge-Down
bar12From	Bar12-From
bar12To	Bar12-To
bar12Left	Bar12-Left
bar12Right	Bar12-Right
bar12Colour	Bar12-Colour
note12At	Note12-At
note12Colour	Note12-Colour
note12NudgeLeft	Note12-Nudge-Left
note12NudgeDown	Note12-Nudge-Down
bar13From	Bar13-From
bar13To	Bar13-To
bar13Left	Bar13-Left
bar13Right	Bar13-Right
bar13Colour	Bar13-Colour
note13At	Note13-At
note13Colour	Note13-Colour
note13NudgeLeft	Note13-Nudge-Left
note13NudgeDown	Note13-Nudge-Down
bar14From	Bar14-From
bar14To	Bar14-To
bar14Left	Bar14-Left
bar14Right	Bar14-Right
bar14Colour	Bar14-Colour
note14At	Note14-At
note14Colour	Note14-Colour
note14NudgeLeft	Note14-Nudge-Left
note14NudgeDown	Note14-Nudge-Down
bar15From	Bar15-From
bar15To	Bar15-To
bar15Left	Bar15-Left
bar15Right	Bar15-Right
bar15Colour	Bar15-Colour
note15At	Note15-At
note15Colour	Note15-Colour
note15NudgeLeft	Note15-Nudge-Left
note15NudgeDown	Note15-Nudge-Down
bar16From	Bar16-From
bar16To	Bar16-To
bar16Left	Bar16-Left
bar16Right	Bar16-Right
bar16Colour	Bar16-Colour
note16At	Note16-At
note16Colour	Note16-Colour
note16NudgeLeft	Note16-Nudge-Left
note16NudgeDown	Note16-Nudge-Down
bar17From	Bar17-From
bar17To	Bar17-To
bar17Left	Bar17-Left
bar17Right	Bar17-Right
bar17Colour	Bar17-Colour
note17At	Note17-At
note17Colour	Note17-Colour
note17NudgeLeft	Note17-Nudge-Left
note17NudgeDown	Note17-Nudge-Down
bar18From	Bar18-From
bar18To	Bar18-To
bar18Left	Bar18-Left
bar18Right	Bar18-Right
bar18Colour	Bar18-Colour
note18At	Note18-At
note18Colour	Note18-Colour
note18NudgeLeft	Note18-Nudge-Left
note18NudgeDown	Note18-Nudge-Down
bar19From	Bar19-From
bar19To	Bar19-To
bar19Left	Bar19-Left
bar19Right	Bar19-Right
bar19Colour	Bar19-Colour
note19At	Note19-At
note19Colour	Note19-Colour
note19NudgeLeft	Note19-Nudge-Left
note19NudgeDown	Note19-Nudge-Down
bar20From	Bar20-From
bar20To	Bar20-To
bar20Left	Bar20-Left
bar20Right	Bar20-Right
bar20Colour	Bar20-Colour
note20At	Note20-At
note20Colour	Note20-Colour
note20NudgeLeft	Note20-Nudge-Left
note20NudgeDown	Note20-Nudge-Down
bar21From	Bar21-From
bar21To	Bar21-To
bar21Left	Bar21-Left
bar21Right	Bar21-Right
bar21Colour	Bar21-Colour
note21At	Note21-At
note21Colour	Note21-Colour
note21NudgeLeft	Note21-Nudge-Left
note21NudgeDown	Note21-Nudge-Down
bar22From	Bar22-From
bar22To	Bar22-To
bar22Left	Bar22-Left
bar22Right	Bar22-Right
bar22Colour	Bar22-Colour
note22At	Note22-At
note22Colour	Note22-Colour
note22NudgeLeft	Note22-Nudge-Left
note22NudgeDown	Note22-Nudge-Down
bar23From	Bar23-From
bar23To	Bar23-To
bar23Left	Bar23-Left
bar23Right	Bar23-Right
bar23Colour	Bar23-Colour
note23At	Note23-At
note23Colour	Note23-Colour
note23NudgeLeft	Note23-Nudge-Left
note23NudgeDown	Note23-Nudge-Down
bar24From	Bar24-From
bar24To	Bar24-To
bar24Left	Bar24-Left
bar24Right	Bar24-Right
bar24Colour	Bar24-Colour
note24At	Note24-At
note24Colour	Note24-Colour
note24NudgeLeft	Note24-Nudge-Left
note24NudgeDown	Note24-Nudge-Down
note25At	Note25-At
note25Colour	Note25-Colour
note25NudgeUp	Note25-Nudge-Up
note25NudgeLeft	Note25-Nudge-Left
note26At	Note26-At
note26Colour	Note26-Colour
note26Left	Note26-Left
note27At	Note27-At
note27Colour	Note27-Colour
note27Left	Note27-Left
note28At	Note28-At
note28Colour	Note28-Colour
note28Left	Note28-Left
note29At	Note29-At
note29Colour	Note29-Colour
note29Left	Note29-Left
note30At	Note30-At
note30Colour	Note30-Colour
note30Left	Note30-Left
note31At	Note31-At
note31Colour	Note31-Colour
note31Left	Note31-Left
note32At	Note32-At
note32Colour	Note32-Colour
note32Left	Note32-Left
note33At	Note33-At
note33Colour	Note33-Colour
note33Left	Note33-Left
note34At	Note34-At
note34Colour	Note34-Colour
note34Left	Note34-Left
note35At	Note35-At
note35Colour	Note35-Colour
note35Left	Note35-Left
note36At	Note36-At
note36Colour	Note36-Colour
note36Left	Note36-Left
note37At	Note37-At
note37Colour	Note37-Colour
note37Left	Note37-Left
note38At	Note38-At
note38Colour	Note38-Colour
note38Left	Note38-Left
note39At	Note39-At
note39Colour	Note39-Colour
note39Left	Note39-Left
note40At	Note40-At
note40Colour	Note40-Colour
note40Left	Note40-Left
note41At	Note41-At
note41Colour	Note41-Colour
note41Left	Note41-Left
note42At	Note42-At
note42Colour	Note42-Colour
note42Left	Note42-Left
führungskilometer	Führungskilometer
tragwerksplanung	Tragwerksplanung
nachtbuslinien	Nachtbuslinien
time	Time
erw.Eröf.	Erw. Eröf.
nombreOficial	Nombre oficial
jungpartei	Jungpartei
executiveProducer	Executive producer
besetzungtitel	Besetzung Titel
fundacion	Fundacion
artDesZentrums	Art des Zentrums
www.daniz.cz/obce/main.asp%3Fkodob	Www.daniz.cz/obce/main.asp?kodob
gemeindevorsteher	Gemeindevorsteher
finanzierung	Finanzierung
präfix	Präfix
einheitKlein	Einheit-Klein
größenordnungsartikel	Größenordnungsartikel
gewicht(ballast,Schwert)	Gewicht (Ballast, Schwert)
veranstalter	Veranstalter
nomhab	Nomhab
allianzen	Allianzen
5a	5A
5b	5B
6a	6A
6b	6B
7a	7A
7b	7B
8a	8A
8b	8B
9a	9A
9b	9B
10a	10A
10b	10B
11a	11A
11b	11B
12a	12A
12b	12B
13a	13A
13b	13B
14a	14A
14b	14B
15a	15A
