quasiris_id	topic	nr_in_context	name
to-unterhaltung738	News	738	Verletzung
to-unterhaltung739	Fussball	739	Jérôme Boateng
to-unterhaltung74	Schauspieler	74	Verona Pooth
to-unterhaltung740	Musiker	740	Kate & William
to-unterhaltung741	Schauspieler	741	Scarlett Johansson
to-unterhaltung742	Musiker	742	Paul McCartney
to-unterhaltung743	Fussball	743	David Beckham
to-unterhaltung744	Firma	744	Bell
to-unterhaltung745	Person	745	Pippa Middleton
to-unterhaltung746	Stadt	746	Victoria
to-unterhaltung747	Oper	747	Oper
to-unterhaltung748	Krankheit	748	Schlaganfall
to-unterhaltung749	Krankheit	749	Leberschäden
to-unterhaltung75	Film	75	Im Bett
to-unterhaltung750	Krankheit	750	Nierenversagen
to-unterhaltung751	Krankheit	751	Verstopfung
to-unterhaltung752	Krankheit	752	Schilddrüsenüberfunktion
to-unterhaltung753	Regisseur	753	Dominik Graf
to-unterhaltung754	Schauspieler	754	Miroslav Nemec
to-unterhaltung755	Person	755	Meret Becker
to-unterhaltung756	Krankheit	756	Fehlgeburt
to-unterhaltung757	Wirtschaft	757	Börse
to-unterhaltung758	Wirtschaft	758	Aktienfonds
to-unterhaltung759	Wirtschaft	759	Aktionäre
to-unterhaltung76	Film	76	LiebesLeben
to-unterhaltung760	Wirtschaft	760	DAX
to-unterhaltung761	Politik	761	Grundsteuer
to-unterhaltung762	Stadt	762	Wuppertal
to-unterhaltung763	Person	763	Michelle Hunziker
to-unterhaltung764	News	764	Folter
to-unterhaltung765	Nahrung	765	Lebensmittel
to-unterhaltung766	Krankheit	766	Gelenkschmerzen
to-unterhaltung767	Stadt	767	Walking
to-unterhaltung768	Firma	768	Edeka
to-unterhaltung769	Person	769	Monica Lierhaus
to-unterhaltung77	Regisseur	77	Ulrich Seidl
to-unterhaltung770	Stadt	770	Igel
to-unterhaltung771	Stadt	771	Hecken
to-unterhaltung772	Krankheit	772	Rückenschmerzen
to-unterhaltung773	Musiker	773	90 Grad
to-unterhaltung774	Heimelektronik	774	Fernseher
to-unterhaltung775	Musiker	775	Andrea Berg
to-unterhaltung776	Stadt	776	Usedom
to-unterhaltung777	Land	777	Monaco
to-unterhaltung778	Schriftsteller	778	jakob augstein
to-unterhaltung779	Stadt	779	Filz
to-unterhaltung78	Land	78	US
to-unterhaltung780	Stadt	780	Bescheid
to-unterhaltung781	Land	781	Brasilien
to-unterhaltung782	TV	782	Breaking Bad
to-unterhaltung783	Person	783	Gisele Bündchen
to-unterhaltung784	Person	784	Aaron Paul
to-unterhaltung785	Universität	785	Freie Universität Berlin
to-unterhaltung786	News	786	Unglück
to-unterhaltung787	Schauspieler	787	Alina Levshin
to-unterhaltung788	Politik	788	Ausschreibung
to-unterhaltung789	News	789	Erpressung
to-unterhaltung79	Land	79	USA
to-unterhaltung790	Firma	790	Continental
to-unterhaltung791	Firma	791	United Airlines
to-unterhaltung792	Wirtschaft	792	Fluglinie
to-unterhaltung793	Musiker	793	Chicago
to-unterhaltung794	Politiker	794	Horst Arnold
to-unterhaltung795	Stadt	795	Osnabrück
to-unterhaltung796	Stadt	796	Darmstadt
to-unterhaltung797	Person	797	Virginia Woolf
to-unterhaltung798	Politik	798	Regierung
to-unterhaltung799	Politik	799	Geheimdienste
to-unterhaltung8	TV	8	VOX
to-unterhaltung80	Schauspieler	80	Karl Lagerfeld
to-unterhaltung800	Musiker	800	Enigma
to-unterhaltung801	Person	801	Robert Harris
to-unterhaltung802	Person	802	Robert H. Harris
to-unterhaltung803	Person	803	Alfred Dreyfus
to-unterhaltung804	Autor	804	Erzählung
to-unterhaltung805	Person	805	Otto I.
to-unterhaltung806	Schriftsteller	806	Georg Büchner
to-unterhaltung807	Literatur	807	Literatur
to-unterhaltung808	Schriftsteller	808	Victor Hugo
to-unterhaltung809	Universität	809	Universität Zürich
to-unterhaltung81	Moderator	81	Heidi Klum
to-unterhaltung810	Krankheit	810	Typhus
to-unterhaltung811	Person	811	Arnold Zweig
to-unterhaltung812	Person	812	Andreas Eschbach
to-unterhaltung813	Person	813	Dominik Brunner
to-unterhaltung814	News	814	Bedrohung
to-unterhaltung815	Firma	815	Aldi
to-unterhaltung816	Schauspieler	816	Jamie Dornan
to-unterhaltung817	Schriftsteller	817	Patrick Marber
to-unterhaltung818	Schauspieler	818	Charlie Hunnam
to-unterhaltung819	Person	819	Marie Antoinette
to-unterhaltung82	Stadt	82	Wien
to-unterhaltung820	Person	820	Sam Taylor
to-unterhaltung821	Schauspieler	821	Nicole Kidman
to-unterhaltung822	Schauspieler	822	Tom Cruise
to-unterhaltung823	Schauspieler	823	Brad Pitt
to-unterhaltung824	Regisseur	824	Angelina Jolie
to-unterhaltung825	Person	825	Keith Urban
to-unterhaltung826	Stadt	826	Hochburg
to-unterhaltung827	Wirtschaft	827	Facebook
to-unterhaltung828	Firma	828	Suhrkamp Verlag
to-unterhaltung829	Schriftsteller	829	Thomas Mann
to-unterhaltung83	Schauspieler	83	Nora Tschirner
to-unterhaltung830	Politiker	830	Adolf Hitler
to-unterhaltung831	Politiker	831	Rudolf Heß
to-unterhaltung832	Politik	832	Republik
to-unterhaltung833	Firma	833	S. Fischer Verlag
to-unterhaltung834	Person	834	Ernst Hanfstaengl
to-unterhaltung835	Person	835	Franz von Papen
to-unterhaltung836	Person	836	Eva Braun
to-unterhaltung837	Stadt	837	Frankfurt am Main
to-unterhaltung838	Autor	838	Joachim Fest
to-unterhaltung839	Schauspieler	839	Ulrich Tukur
to-unterhaltung84	Schauspieler	84	Christian Ulmen
to-unterhaltung840	Person	840	Wilhelm Uhde
to-unterhaltung841	Person	841	Jacob Grimm
to-unterhaltung842	Stadt	842	Grimm
to-unterhaltung843	Stadt	843	Mailand
to-unterhaltung844	Person	844	Anne Frank
to-unterhaltung845	Politiker	845	Peer Steinbrück
to-unterhaltung846	Politik	846	Koalition
to-unterhaltung847	Politik	847	Kanzlerkandidatur
to-unterhaltung848	Politik	848	Große Koalition
to-unterhaltung849	Politiker	849	Willy Brandt
to-unterhaltung85	Regisseur	85	Franziska Meletzky
to-unterhaltung850	Politiker	850	Sigmar Gabriel
to-unterhaltung851	Musiker	851	Schiller
to-unterhaltung852	Person	852	Karl Schiller
to-unterhaltung853	Stadt	853	Jux
to-unterhaltung854	Stadt	854	Grünewald
to-unterhaltung855	News	855	Krise
to-unterhaltung856	Person	856	Patricia Cornwell
to-unterhaltung857	Person	857	Andrea Sawatzki
to-unterhaltung858	Schauspieler	858	Michelle Rodriguez
to-unterhaltung859	Schauspieler	859	Charlie Sheen
to-unterhaltung86	Film	86	Schlagzeilen
to-unterhaltung860	Regisseur	860	Mel Gibson
to-unterhaltung861	Schauspieler	861	Amber Heard
to-unterhaltung862	Schauspieler	862	Antonio Banderas
to-unterhaltung863	Musiker	863	Lady GaGa
to-unterhaltung864	Schauspieler	864	Vanessa Hudgens
to-unterhaltung865	Schauspieler	865	Jessica Alba
to-unterhaltung866	Person	866	Danny Trejo
to-unterhaltung867	News	867	Bombe
to-unterhaltung868	Stadt	868	Draht
to-unterhaltung869	Schauspieler	869	Daniel Radcliffe
to-unterhaltung87	TV	87	Tatort
to-unterhaltung870	Person	870	Sebastian Coe
to-unterhaltung871	Person	871	Steve Ovett
to-unterhaltung872	Schauspieler	872	Loriot
to-unterhaltung873	Schauspieler	873	Vicco von Bülow
to-unterhaltung874	Schauspieler	874	Evelyn Hamann
to-unterhaltung875	Stadt	875	Schober
to-unterhaltung876	Stadt	876	Wittlich
to-unterhaltung877	Schauspieler	877	Rowan Atkinson
to-unterhaltung878	TV	878	Mr. Bean
to-unterhaltung879	TV	879	Sturm der Liebe
to-unterhaltung88	Stadt	88	Ulmen
to-unterhaltung880	Land	880	Italien
to-unterhaltung881	Stadt	881	Neapel
to-unterhaltung882	Stadt	882	Schnitzen
to-unterhaltung883	Krankheit	883	Krampfadern
to-unterhaltung884	Musiker	884	Natasha Bedingfield
to-unterhaltung885	News	885	Feuer
to-unterhaltung886	Film	886	Die Tribute von Panem
to-unterhaltung887	Schauspieler	887	Donald Sutherland
to-unterhaltung888	Schauspieler	888	Woody Harrelson
to-unterhaltung889	Schauspieler	889	Liam Hemsworth
to-unterhaltung89	Film	89	Top Model
to-unterhaltung890	Schauspieler	890	Philip Seymour Hoffman
to-unterhaltung891	Schauspieler	891	Stanley Tucci
to-unterhaltung892	Film	892	Twilight
to-unterhaltung893	Person	893	Josh Hutcherson
to-unterhaltung894	Person	894	Suzanne Collins
to-unterhaltung895	Person	895	Jennifer Lawrence
to-unterhaltung896	Schauspieler	896	Mark Keller
to-unterhaltung897	TV	897	Alarm für Cobra 11
to-unterhaltung898	News	898	Feuerwehr
to-unterhaltung899	Stadt	899	Waren
to-unterhaltung9	Film	9	High Heels
to-unterhaltung90	Land	90	Griechenland
to-unterhaltung900	Krankheit	900	Einnässen
to-unterhaltung901	Fussball	901	FEHL
to-unterhaltung902	Stadt	902	Userin
to-unterhaltung903	Stadt	903	Pointen
to-unterhaltung904	Land	904	Japan
to-unterhaltung905	Film	905	Tag und Nacht
to-unterhaltung906	Stadt	906	Krippen
to-unterhaltung907	Schauspieler	907	Aaron Eckhart
to-unterhaltung908	Musiker	908	Fluch der Karibik
to-unterhaltung909	Musiker	909	Fantasy
to-unterhaltung91	Person	91	Angela Merkel
to-unterhaltung910	Schauspieler	910	Bill Nighy
to-unterhaltung911	Krieg	911	Schlacht
to-unterhaltung912	Stadt	912	Aden
to-unterhaltung913	Krankheit	913	Asthma
to-unterhaltung914	Krankheit	914	Schädigung des Gehirns
to-unterhaltung915	Krankheit	915	Akne
to-unterhaltung916	Krankheit	916	Schuppenflechte
to-unterhaltung917	Krankheit	917	Epilepsie
to-unterhaltung918	Universität	918	Charité
to-unterhaltung919	Politiker	919	Bundesminister für Gesundheit
to-unterhaltung92	Film	92	Wiederholung
to-unterhaltung920	News	920	Notfall
to-unterhaltung921	Wirtschaft	921	Landwirtschaft
to-unterhaltung922	Firma	922	MasterCard
to-unterhaltung923	Politik	923	Ministerium
to-unterhaltung924	Stadt	924	Steigen
to-unterhaltung925	TV	925	Kommissar Wallander
to-unterhaltung926	Person	926	Henning Mankell
to-unterhaltung927	Schauspieler	927	Kate Winslet
to-unterhaltung928	Regisseur	928	Peter Jackson
to-unterhaltung929	Organisation	929	Mormonen
to-unterhaltung93	TV	93	Arte
to-unterhaltung930	TV	930	Monk
to-unterhaltung931	Person	931	Anne Perry
to-unterhaltung932	Krankheit	932	BSE
to-unterhaltung933	Musiker	933	Peter Maffay
to-unterhaltung934	Person	934	Albert Uderzo
to-unterhaltung935	Person	935	René Goscinny
to-unterhaltung936	Land	936	Afghanistan
to-unterhaltung937	Person	937	Khaled Hosseini
to-unterhaltung938	Stadt	938	Kabul
to-unterhaltung939	Land	939	Panama
to-unterhaltung94	TV	94	How I Met Your Mother
to-unterhaltung940	Stadt	940	Radolfzell am Bodensee
to-unterhaltung941	Land	941	Portugal
to-unterhaltung942	Wissenschaftler	942	Aristoteles
to-unterhaltung943	Land	943	Gibraltar
to-unterhaltung944	Land	944	Tunesien
to-unterhaltung945	Region	945	Ostdeutschland
to-unterhaltung946	Organisation	946	WWF
to-unterhaltung947	Fussball	947	Rafael van der Vaart
to-unterhaltung948	Schauspieler	948	Jake Gyllenhaal
to-unterhaltung949	Schauspieler	949	Elijah Wood
to-unterhaltung95	Schauspieler	95	Harald Schmidt
to-unterhaltung950	Musiker	950	Anna Loos
to-unterhaltung951	Musiker	951	Haudegen
to-unterhaltung952	Land	952	Marokko
to-unterhaltung953	Politiker	953	Alexander J. Herrmann
to-unterhaltung954	Person	954	Alexander Herrmann
to-unterhaltung955	Schauspieler	955	Frank Zander
to-unterhaltung956	Schauspieler	956	Milan Peschel
to-unterhaltung957	Film	957	Oh Boy
to-unterhaltung958	Film	958	Schlussmacher
to-unterhaltung959	Basketball	959	Max Schmeling
to-unterhaltung96	Film	96	Germany's Next Topmodel
to-unterhaltung960	News	960	Staatsanwalt
to-unterhaltung961	Schauspieler	961	Elyas M'Barek
to-unterhaltung962	Schauspieler	962	Armin Rohde
to-unterhaltung963	TV	963	Wetten  dass..?
to-unterhaltung964	Person	964	Diana Amft
to-unterhaltung965	Kontinent	965	Nordamerika
to-unterhaltung966	Stadt	966	Fell
to-unterhaltung967	Region	967	Ruhrgebiet
to-unterhaltung968	Politiker	968	Philipp Rösler
to-unterhaltung969	Politik	969	Gesundheitsreform
to-unterhaltung97	Film	97	Django Unchained
to-unterhaltung970	Politik	970	Minister
to-unterhaltung971	Politik	971	Pharmaindustrie
to-unterhaltung972	Politiker	972	Rösler
to-unterhaltung973	Regisseur	973	Brian De Palma
to-unterhaltung974	Regisseur	974	Kimberly Peirce
to-unterhaltung975	Schauspieler	975	Julianne Moore
to-unterhaltung976	Schauspieler	976	Sissy Spacek
to-unterhaltung977	Person	977	Piper Laurie
to-unterhaltung978	News	978	Katastrophe
to-unterhaltung979	Autor	979	Stephen King
to-unterhaltung98	Regisseur	98	Til Schweiger
to-unterhaltung980	Person	980	Robin Thicke
to-unterhaltung981	Stadt	981	Amsterdam
to-unterhaltung982	Schauspieler	982	Christina Aguilera
to-unterhaltung983	Politik	983	Koalitionsgespräche
to-unterhaltung984	Politiker	984	Johanna Wanka
to-unterhaltung985	Politiker	985	Bildungsministerin
to-unterhaltung986	Politiker	986	Kanzlerin Angela Merkel
to-unterhaltung987	Fussball	987	Union
to-unterhaltung988	Stadt	988	Motten
to-unterhaltung989	Land	989	Kanada
to-unterhaltung99	Schauspieler	99	Sibel Kekilli
to-unterhaltung990	Musiker	990	Katy Perry
to-unterhaltung991	Politik	991	CDU CSU
to-unterhaltung992	Politik	992	CSU
to-unterhaltung993	Politik	993	Koalitionsverhandlungen
to-unterhaltung994	Politik	994	Koalitionsvertrag
to-unterhaltung995	Politiker	995	Manuela Schwesig
to-unterhaltung996	Land	996	Kambodscha
to-unterhaltung997	Land	997	Thailand
to-unterhaltung998	Person	998	Peter Tomka
to-unterhaltung999	Stadt	999	Den Haag
to-unterhaltungAuto0			Auto
to-unterhaltungAutor0			Autor
to-unterhaltungBasketball0			Basketball
to-unterhaltungBundesland0			Bundesland
to-unterhaltungComputer0			Computer
to-unterhaltungEishockey0			Eishockey
to-unterhaltungEvent0			Event
to-unterhaltungFeiertag0			Feiertag
to-unterhaltungFilm0			Film
to-unterhaltungFirma0			Firma
to-unterhaltungFormel10			Formel1
to-unterhaltungFotograf0			Fotograf
to-unterhaltungFussball0			Fussball
to-unterhaltungGegenstand0			Gegenstand
to-unterhaltungHeimelektronik0			Heimelektronik
to-unterhaltungKontinent0			Kontinent
to-unterhaltungKrankheit0			Krankheit
to-unterhaltungKrieg0			Krieg
to-unterhaltungLand0			Land
to-unterhaltungLeichtathlet0			Leichtathlet
to-unterhaltungLiteratur0			Literatur
to-unterhaltungModerator0			Moderator
to-unterhaltungMusiker0			Musiker
to-unterhaltungNahrung0			Nahrung
to-unterhaltungNews0			News
to-unterhaltungOper0			Oper
to-unterhaltungOrganisation0			Organisation
to-unterhaltungOrt0			Ort
to-unterhaltungPerson0			Person
to-unterhaltungPolitik0			Politik
to-unterhaltungPolitiker0			Politiker
to-unterhaltungProdukte0			Produkte
to-unterhaltungRadrennsport0			Radrennsport
to-unterhaltungRegion0			Region
to-unterhaltungRegisseur0			Regisseur
to-unterhaltungSchauspieler0			Schauspieler
to-unterhaltungSchriftsteller0			Schriftsteller
to-unterhaltungSportler0			Sportler
to-unterhaltungStadt0			Stadt
to-unterhaltungTV0			TV
to-unterhaltungTennis0			Tennis
to-unterhaltungTheater0			Theater
to-unterhaltungUniversität0			Universität
to-unterhaltungWirtschaft0			Wirtschaft
to-unterhaltungWissenschaftler0			Wissenschaftler
to-wetter1	Fussball	1	FC Bayern
to-wetter10	Fussball	10	Mario Gomez
to-wetter11	Fussball	11	Borussia
to-wetter12	Fussball	12	Manuel Neuer
to-wetter13	Fussball	13	Fortuna Düsseldorf
to-wetter14	Fussball	14	FC Barcelona
to-wetter15	Fussball	15	SC Freiburg
to-wetter16	Fussball	16	Arjen Robben
to-wetter17	Fussball	17	Xherdan Shaqiri
to-wetter18	Fussball	18	Jupp Heynckes
to-wetter19	Fussball	19	Uli Hoeneß
to-wetter2	Fussball	2	FC Bayern München
to-wetter20	Fussball	20	Real Madrid
to-wetter21	Fussball	21	Jürgen Klopp
to-wetter22	Fussball	22	UEFA
to-wetter23	Fussball	23	Lionel Messi
to-wetter24	Fussball	24	Schalke
to-wetter25	Fussball	25	Neuer
to-wetter26	Fussball	26	FSV Mainz
to-wetter27	Fussball	27	Thomas Müller
to-wetter28	Fussball	28	Gomez
to-wetter29	Fussball	29	Werder Bremen
to-wetter3	Fussball	3	Bayern München
to-wetter30	Fussball	30	Boateng
to-wetter31	Fussball	31	Fortuna
to-wetter32	Fussball	32	FCB
to-wetter33	Bundesland	33	Bayern
to-wetter34	Sportler	34	Daniel Van Buyten
to-wetter35	Sportler	35	Thomas Schaaf
to-wetter36	Bundesland	36	Bremen
to-wetter37	Stadt	37	München
to-wetter38	Stadt	38	Dortmund
to-wetter39	Stadt	39	Barcelona
to-wetter4	Fussball	4	Mario Götze
to-wetter40	Stadt	40	Madrid
to-wetter41	Stadt	41	Struth
to-wetter42	Stadt	42	Weste
to-wetter43	Stadt	43	Mainz
to-wetter44	Stadt	44	Düsseldorf
to-wetter45	Stadt	45	Leverkusen
to-wetter47	Fussball	47	Borussia Mönchengladbach
to-wetter49	Kontinent	49	Europa
to-wetter5	Fussball	5	Götze
to-wetter51	Stadt	51	Mönchengladbach
to-wetter53	Land	53	Deutschland
to-wetter55	Land	55	USA
to-wetter57	Firma	57	Allianz
to-wetter59	Fussball	59	Neuland
to-wetter6	Fussball	6	Borussia Dortmund
to-wetter61	Fussball	61	Elsterwerda
to-wetter63	Wirtschaft	63	Arbeit
to-wetter65	Wissenschaftler	65	Forscher
to-wetter67	Musiker	67	Jeanette
to-wetter69	Gegenstand	69	Glück
to-wetter7	Fussball	7	Dortmunder Borussia
to-wetter71	News	71	Sturm
to-wetter73	News	73	Zyklon
to-wetter75	News	75	Wirbelsturm
to-wetter77	News	77	Nachrichtenagentur
to-wetter8	Fussball	8	Bundesliga
to-wetter9	Fussball	9	Champions League
to-wetterBundesland0			Bundesland
to-wetterFirma0			Firma
to-wetterFussball0			Fussball
to-wetterGegenstand0			Gegenstand
to-wetterKontinent0			Kontinent
to-wetterLand0			Land
to-wetterMusiker0			Musiker
to-wetterNews0			News
to-wetterSportler0			Sportler
to-wetterStadt0			Stadt
to-wetterWirtschaft0			Wirtschaft
to-wetterWissenschaftler0			Wissenschaftler
to-wirtschaft1	Fussball	1	FC Bayern
to-wirtschaft10	Fussball	10	Mario Gomez
to-wirtschaft1001	Firma	1001	Roland
to-wirtschaft1003	Land	1003	Finnland
to-wirtschaft1005	Land	1005	Uruguay
to-wirtschaft1007	Land	1007	Neuseeland
to-wirtschaft1009	Wirtschaft	1009	Unternehmensbeteiligungen
to-wirtschaft101	Land	101	Italien
to-wirtschaft1011	Land	1011	Kanada
to-wirtschaft1013	Kontinent	1013	Asien
to-wirtschaft1015	Auto	1015	Oldtimer
to-wirtschaft1017	Stadt	1017	Boston
to-wirtschaft1019	Firma	1019	RBS
to-wirtschaft1021	Firma	1021	Royal Bank of Scotland
to-wirtschaft1023	Wirtschaft	1023	Investmentfonds
to-wirtschaft1025	Wirtschaft	1025	Investment-Fonds
to-wirtschaft1027	Politiker	1027	Bahr
to-wirtschaft1029	Politiker	1029	Schröder
to-wirtschaft103	Land	103	Österreich
to-wirtschaft1031	Stadt	1031	Sören
to-wirtschaft1033	Stadt	1033	St. Wendel
to-wirtschaft1035	Autor	1035	Walter Jens
to-wirtschaft1037	Politik	1037	Finanzaufsicht
to-wirtschaft1039	Politik	1039	Rentensystem
to-wirtschaft1041	Politik	1041	Wirtschaftsrecht
to-wirtschaft1043	Organisation	1043	OECD
to-wirtschaft1045	Gegenstand	1045	Rente
to-wirtschaft1047	Gegenstand	1047	Alter
to-wirtschaft1049	Gegenstand	1049	Geburt
to-wirtschaft105	Land	105	Schweiz
to-wirtschaft1051	Gegenstand	1051	Heizung
to-wirtschaft1053	Stadt	1053	Allensbach
to-wirtschaft1055	Stadt	1055	Bochum
to-wirtschaft1057	Politik	1057	Finanztransaktionssteuer
to-wirtschaft1059	Politik	1059	Deutsche Bundesbank
to-wirtschaft1061	Wirtschaft	1061	Geldmarktfonds
to-wirtschaft1063	TV	1063	Leverage
to-wirtschaft1065	Person	1065	Erkki Liikanen
to-wirtschaft1067	Gegenstand	1067	Trennung
to-wirtschaft1069	Firma	1069	Gesellschaft für Konsumforschung
to-wirtschaft107	Land	107	San Marino
to-wirtschaft1071	Wirtschaft	1071	Konsumklima
to-wirtschaft1073	Organisation	1073	GfK
to-wirtschaft1075	Stadt	1075	Wiesbaden
to-wirtschaft1077	Person	1077	Christoph Franz
to-wirtschaft1079	Gegenstand	1079	Bildung
to-wirtschaft1081	Firma	1081	Apple
to-wirtschaft1083	Firma	1083	Audi
to-wirtschaft1085	Firma	1085	Nike
to-wirtschaft1087	Auto	1087	Mercedes
to-wirtschaft1089	Gegenstand	1089	Sport
to-wirtschaft109	Bundesland	109	Hamburg
to-wirtschaft1091	Stadt	1091	Herzogenaurach
to-wirtschaft1093	Wirtschaft	1093	Investmentbanken
to-wirtschaft1095	Firma	1095	Société Générale
to-wirtschaft1097	Stadt	1097	Bonn
to-wirtschaft1099	Politik	1099	Rentenpolitik
to-wirtschaft11	Fussball	11	Borussia
to-wirtschaft1101	Gegenstand	1101	Eltern
to-wirtschaft1103	Firma	1103	KfW Bankengruppe
to-wirtschaft1105	Wirtschaft	1105	Wirtschaftskraft
to-wirtschaft1107	Organisation	1107	Ifo
to-wirtschaft1109	Wissenschaftler	1109	Forscher
to-wirtschaft111	Firma	111	HSH Nordbank
to-wirtschaft1111	Wirtschaft	1111	Immobilienmarkt
to-wirtschaft1113	Land	1113	England
to-wirtschaft1115	Land	1115	Dänemark
to-wirtschaft1117	Politik	1117	Reformprogramm
to-wirtschaft1119	Politik	1119	Generalsekretär
to-wirtschaft1121	Firma	1121	Spar
to-wirtschaft1123	Krankheit	1123	Wunden
to-wirtschaft1125	Person	1125	Antonis Samaras
to-wirtschaft1127	Person	1127	Evangelos Venizelos
to-wirtschaft1129	Politik	1129	Parlament
to-wirtschaft113	Firma	113	Enercon
to-wirtschaft1131	Politik	1131	Geheimdienst
to-wirtschaft1133	Politik	1133	Europaparlament
to-wirtschaft1135	Politik	1135	Jan Philipp Albrecht
to-wirtschaft1137	Firma	1137	SWIFT
to-wirtschaft1139	Firma	1139	Nokia
to-wirtschaft1141	Politiker	1141	Manfred Weber
to-wirtschaft1143	Organisation	1143	NSA
to-wirtschaft1145	TV	1145	Safe Harbor
to-wirtschaft1147	Person	1147	Cecilia Malmström
to-wirtschaft1149	Person	1149	Viviane Reding
to-wirtschaft115	Bundesland	115	Niedersachsen
to-wirtschaft1151	Stadt	1151	Reding
to-wirtschaft1153	Firma	1153	Swiss Re
to-wirtschaft1155	Wirtschaft	1155	Rückversicherer
to-wirtschaft1157	Firma	1157	Münchener Rück
to-wirtschaft1159	Firma	1159	Swiss
to-wirtschaft1161	Firma	1161	Berkshire Hathaway
to-wirtschaft1163	Politik	1163	Europäische Union
to-wirtschaft1165	Gegenstand	1165	Industrie
to-wirtschaft1167	Firma	1167	Union Investment
to-wirtschaft1169	Firma	1169	Morningstar
to-wirtschaft117	Wirtschaft	117	Mitarbeiter
to-wirtschaft1171	Firma	1171	BNP Paribas
to-wirtschaft1173	Firma	1173	Banco Santander
to-wirtschaft1175	Politik	1175	Union
to-wirtschaft1177	Politik	1177	Währungsunion
to-wirtschaft1179	Fotograf	1179	Michael Schmidt
to-wirtschaft1181	Auto	1181	Favorit
to-wirtschaft1183	Gegenstand	1183	Schuldenkrise
to-wirtschaft1185	Wirtschaft	1185	Arbeitsagenturen
to-wirtschaft1187	Gegenstand	1187	Frauen
to-wirtschaft1189	Firma	1189	Rewe
to-wirtschaft119	Politik	119	Behörde
to-wirtschaft1191	Firma	1191	Lidl
to-wirtschaft1193	Nahrung	1193	Lebensmittel
to-wirtschaft1195	Gegenstand	1195	Zeitung
to-wirtschaft1197	Wirtschaft	1197	Arbeitsverträge
to-wirtschaft1199	Gegenstand	1199	Leiharbeit
to-wirtschaft12	Fussball	12	Manuel Neuer
to-wirtschaft1201	Gegenstand	1201	Zeitarbeit
to-wirtschaft1203	Stadt	1203	Sindelfingen
to-wirtschaft1205	Organisation	1205	Bankenaufsicht
to-wirtschaft1207	Organisation	1207	Bafin
to-wirtschaft1209	Person	1209	Vítor Constâncio
to-wirtschaft121	Stadt	121	Schleswig
to-wirtschaft1211	Person	1211	Yves Mersch
to-wirtschaft1213	Person	1213	Yves Bot
to-wirtschaft1215	Politik	1215	Bürokratie
to-wirtschaft1217	Politik	1217	Finanzmarkt
to-wirtschaft1219	Politik	1219	Bürgermeister
to-wirtschaft1221	Politik	1221	Staatsrat
to-wirtschaft1223	Stadt	1223	Shanghai
to-wirtschaft1225	News	1225	Pressekonferenz
to-wirtschaft1227	Firma	1227	Goldman Sachs
to-wirtschaft1229	Wirtschaft	1229	Weltwirtschaft
to-wirtschaft123	Stadt	123	Osnabrück
to-wirtschaft1231	Gegenstand	1231	Gold
to-wirtschaft1233	Gegenstand	1233	Angst
to-wirtschaft1235	Gegenstand	1235	Marke
to-wirtschaft1237	Stadt	1237	Chemnitz
to-wirtschaft1239	Stadt	1239	Abel
to-wirtschaft1241	Politik	1241	Kommunen
to-wirtschaft1243	Auto	1243	Bremse
to-wirtschaft1245	Politik	1245	Gleichbehandlungsgesetz
to-wirtschaft1247	Gegenstand	1247	Fluggesellschaft
to-wirtschaft1249	Gegenstand	1249	Flugzeug
to-wirtschaft125	Stadt	125	Kiel
to-wirtschaft1251	Gegenstand	1251	Milch
to-wirtschaft1253	Krankheit	1253	Infektionskrankheiten
to-wirtschaft1255	Krankheit	1255	Burn-out
to-wirtschaft1257	Gegenstand	1257	Stress
to-wirtschaft1259	Gegenstand	1259	Gesundheit
to-wirtschaft1261	Politiker	1261	Hermann Gröhe
to-wirtschaft1263	Politiker	1263	Sabine Friedel
to-wirtschaft1265	Politiker	1265	Olaf Scholz
to-wirtschaft1267	Politiker	1267	Natascha Kohnen
to-wirtschaft1269	Politiker	1269	Michael Roth
to-wirtschaft127	Gegenstand	127	Zinsen
to-wirtschaft1271	Politiker	1271	Ernst Dieter Rossmann
to-wirtschaft1273	Politiker	1273	Dr. Wolfgang Schäuble
to-wirtschaft1275	Politik	1275	Thorsten Schäfer-Gümbel
to-wirtschaft1277	Politik	1277	Parteiführung
to-wirtschaft1279	Wirtschaft	1279	Arbeitsmarktpolitik
to-wirtschaft1281	Firma	1281	Scholz
to-wirtschaft1283	Stadt	1283	Duisburg
to-wirtschaft1285	Stadt	1285	Dresden
to-wirtschaft1287	Stadt	1287	Vogt
to-wirtschaft1289	Stadt	1289	Tokio
to-wirtschaft129	Gegenstand	129	Energie
to-wirtschaft1291	Person	1291	Detlef Wetzel
to-wirtschaft1293	Firma	1293	Lenovo
to-wirtschaft1295	Firma	1295	TUI
to-wirtschaft1297	Person	1297	Oliver Schmitz
to-wirtschaft1299	Gegenstand	1299	Geschenke
to-wirtschaft13	Fussball	13	Fortuna Düsseldorf
to-wirtschaft1301	Person	1301	Stefanie Hertel
to-wirtschaft1303	Gegenstand	1303	Gehälter
to-wirtschaft1305	Land	1305	Liechtenstein
to-wirtschaft1307	Land	1307	Hongkong
to-wirtschaft1309	Land	1309	Zypern
to-wirtschaft131	Land	131	Bundesrepublik
to-wirtschaft1311	Firma	1311	Standard & Poor’s
